filename,width,height,class,xmin,ymin,xmax,ymax
armas (505),271,186,pistol,8,2,265,181
armas (506),275,184,pistol,106,48,238,140
armas (507),265,190,pistol,145,37,225,111
armas (508),286,176,pistol,144,13,282,133
armas (509),296,170,pistol,71,12,239,123
armas (510),300,168,pistol,167,69,211,108
armas (511),263,192,pistol,49,27,118,148
armas (512),192,203,pistol,64,26,83,44
armas (513),262,192,pistol,101,46,125,63
armas (514),318,159,pistol,131,1,196,144
armas (515),275,183,pistol,25,19,256,181
armas (516),269,187,pistol,8,7,241,92
armas (517),275,183,pistol,36,29,229,171
armas (518),244,206,pistol,1,87,177,205
armas (518),244,206,pistol,38,1,240,83
armas (519),240,160,pistol,62,18,218,128
armas (520),286,176,pistol,2,1,268,114
armas (521),286,176,pistol,207,40,286,105
armas (522),253,199,pistol,30,41,218,163
armas (523),262,193,pistol,2,28,220,169
armas (524),309,163,pistol,10,3,158,102
armas (525),279,180,pistol,95,42,255,154
armas (526),262,192,pistol,49,21,185,137
armas (527),259,194,pistol,17,5,230,118
armas (528),259,194,pistol,15,8,240,131
armas (529),215,234,pistol,31,22,191,191
armas (530),259,194,pistol,4,60,207,125
armas (531),319,158,pistol,46,21,248,156
armas (532),259,194,pistol,62,29,138,81
armas (533),259,194,pistol,8,8,88,60
armas (533),259,194,pistol,140,26,212,77
armas (533),259,194,pistol,29,127,102,176
armas (533),259,194,pistol,150,129,232,175
armas (534),275,183,pistol,141,64,249,117
armas (535),179,282,pistol,53,144,96,175
armas (536),194,260,pistol,32,68,150,248
armas (537),260,194,pistol,46,139,110,182
armas (538),247,204,pistol,22,79,200,127
armas (539),211,239,pistol,36,76,176,223
armas (540),252,200,pistol,79,27,203,184
armas (541),275,183,pistol,35,35,209,161
armas (542),245,206,pistol,169,59,200,118
armas (543),188,268,pistol,130,131,176,167
armas (544),183,275,pistol,63,22,171,182
armas (545),275,183,pistol,68,18,252,147
armas (546),272,185,pistol,98,38,249,141
armas (547),283,178,pistol,1,41,238,177
armas (548),275,183,pistol,1,56,77,160
armas (548),275,183,pistol,42,47,150,154
armas (548),275,183,pistol,117,46,213,146
armas (548),275,183,pistol,169,39,273,142
armas (549),275,183,pistol,100,70,141,94
armas (550),286,176,pistol,148,11,282,128
armas (551),268,188,pistol,36,58,184,156
armas (552),193,261,pistol,63,22,181,211
armas (553),181,279,pistol,1,5,181,261
armas (554),286,176,pistol,10,11,280,161
armas (555),250,202,pistol,49,54,161,110
armas (556),850,567,pistol,310,136,642,339
armas (557),606,373,pistol,215,58,276,180
armas (558),915,610,pistol,541,213,714,389
armas (559),650,399,pistol,270,169,465,351
armas (560),3872,2592,pistol,361,754,3061,2304
armas (561),247,204,pistol,22,79,200,127
armas (562),700,1000,pistol,85,590,240,751
armas (563),1500,1001,pistol,205,74,1117,915
armas (564),640,480,pistol,65,1,564,443
armas (565),800,450,pistol,98,62,753,399
armas (566),1023,682,pistol,351,139,596,682
armas (567),640,480,pistol,35,145,371,307
armas (567),640,480,pistol,142,272,537,429
armas (568),800,600,pistol,37,228,89,301
armas (568),800,600,pistol,113,243,168,313
armas (568),800,600,pistol,174,265,250,325
armas (568),800,600,pistol,262,256,353,362
armas (568),800,600,pistol,365,277,456,350
armas (568),800,600,pistol,480,289,565,380
armas (568),800,600,pistol,604,368,710,486
armas (569),800,600,pistol,46,110,760,600
armas (570),400,240,pistol,1,137,28,173
armas (570),400,240,pistol,60,156,120,190
armas (570),400,240,pistol,98,153,158,198
armas (570),400,240,pistol,140,161,198,211
armas (570),400,240,pistol,186,170,254,212
armas (570),400,240,pistol,242,174,320,220
armas (570),400,240,pistol,141,92,204,132
armas (571),603,286,pistol,353,114,394,153
armas (572),899,628,pistol,61,41,719,425
armas (573),286,176,pistol,148,11,282,128
armas (574),530,204,pistol,24,6,503,187
armas (575),614,259,pistol,2,12,607,254
armas (576),600,337,pistol,155,174,434,328
armas (577),284,177,pistol,14,6,276,146
armas (578),3162,1634,pistol,1873,277,3066,1392
armas (579),262,193,pistol,11,7,257,165
armas (580),6016,4016,pistol,1308,1543,3093,3715
armas (581),320,308,pistol,80,84,269,238
armas (582),300,173,pistol,10,59,98,123
armas (583),300,370,pistol,16,70,277,306
armas (584),800,532,pistol,135,19,770,300
armas (585),728,946,pistol,107,494,620,876
armas (585),728,946,pistol,61,13,522,421
armas (586),640,480,pistol,10,99,620,394
armas (587),620,465,pistol,52,40,583,427
armas (588),450,314,pistol,167,83,226,135
armas (589),333,500,pistol,75,349,175,456
armas (590),1300,1008,pistol,475,71,1152,916
armas (591),800,490,pistol,547,73,592,124
armas (592),800,430,pistol,231,40,554,419
armas (593),661,496,pistol,65,25,584,406
armas (594),661,496,pistol,172,202,489,496
armas (595),661,496,pistol,233,3,453,496
armas (596),661,496,pistol,1,102,579,496
armas (597),661,496,pistol,150,1,448,495
armas (598),1500,1125,pistol,253,260,1276,930
armas (599),2496,1863,pistol,831,517,1903,1017
armas (600),354,199,pistol,148,44,259,162
armas (601),500,275,pistol,171,80,226,142
armas (601),500,275,pistol,264,105,339,152
armas (602),661,496,pistol,202,34,389,440
armas (603),5616,3744,pistol,570,365,5145,3590
armas (604),480,340,pistol,125,46,246,314
armas (605),320,217,pistol,8,9,253,104
armas (606),919,1388,pistol,153,695,768,1114
armas (607),764,625,pistol,36,174,707,504
armas (608),1663,980,pistol,131,95,1435,791
armas (609),980,653,pistol,305,318,496,481
armas (610),1300,1134,pistol,227,634,710,991
armas (611),615,409,pistol,223,57,268,90
armas (612),3486,2490,pistol,743,341,3350,2125
armas (613),3462,2510,pistol,792,420,2007,1797
armas (614),915,594,pistol,433,320,643,524
armas (614),915,594,pistol,683,206,859,352
armas (615),900,674,pistol,522,470,596,534
armas (616),380,236,pistol,130,97,163,141
armas (617),1300,951,pistol,287,76,424,336
armas (618),640,444,pistol,465,143,577,315
armas (619),1680,1050,pistol,491,423,810,726
armas (620),600,400,pistol,201,23,506,248
armas (621),661,496,pistol,136,11,550,479
armas (622),661,496,pistol,108,31,549,463
armas (623),795,900,pistol,23,15,757,877
armas (624),800,600,pistol,1,1,780,576
armas (625),800,430,pistol,194,59,617,370
armas (626),600,400,pistol,142,78,527,324
armas (627),661,496,pistol,336,279,526,440
armas (628),500,753,pistol,76,560,136,655
armas (628),500,753,pistol,78,305,421,545
armas (629),600,400,pistol,278,155,455,244
armas (630),474,360,pistol,227,102,417,199
armas (631),1280,908,pistol,122,118,988,789
armas (632),640,478,pistol,76,41,474,310
armas (633),436,566,pistol,1,18,413,559
armas (634),1240,800,pistol,67,31,725,665
armas (635),600,336,pistol,13,16,551,306
armas (636),615,409,pistol,180,126,257,182
armas (637),267,400,pistol,81,53,152,203
armas (638),800,595,pistol,15,5,792,594
armas (639),600,435,pistol,113,107,400,326
armas (640),758,425,pistol,60,21,624,403
armas (641),660,660,pistol,80,136,640,481
armas (642),640,360,pistol,308,179,366,296
armas (643),293,198,pistol,70,33,225,171
armas (644),1100,730,pistol,286,49,842,432
armas (645),248,270,pistol,92,103,118,134
armas (646),400,300,pistol,71,115,242,217
armas (647),1240,800,pistol,22,15,1211,768
armas (648),2648,1811,pistol,141,114,2547,1696
armas (649),494,250,pistol,26,1,490,249
armas (650),955,900,pistol,30,4,954,870
armas (651),300,194,pistol,117,10,298,155
armas (652),1920,1200,pistol,1329,19,1620,815
armas (652),1920,1200,pistol,999,45,1364,684
armas (653),640,479,pistol,228,68,417,479
armas (654),320,210,pistol,77,94,162,134
armas (654),320,210,pistol,54,148,133,189
armas (655),425,320,pistol,143,83,334,244
armas (656),700,480,pistol,148,82,442,305
armas (657),400,412,pistol,138,30,298,354
armas (658),548,299,pistol,334,160,372,195
armas (659),465,356,pistol,24,61,196,176
armas (660),620,260,pistol,142,80,325,201
armas (661),560,335,pistol,184,87,242,139
armas (661),560,335,pistol,307,82,347,126
armas (662),639,360,pistol,261,121,391,325
armas (663),415,375,pistol,85,124,174,180
armas (664),640,368,pistol,125,28,525,291
armas (665),460,283,pistol,85,7,285,232
armas (666),525,375,pistol,214,308,270,344
armas (667),640,427,pistol,46,215,331,422
armas (667),640,427,pistol,1,202,180,364
armas (667),640,427,pistol,191,214,627,424
armas (667),640,427,pistol,29,117,381,252
armas (667),640,427,pistol,327,50,594,190
armas (667),640,427,pistol,118,9,365,174
armas (667),640,427,pistol,370,1,634,102
armas (667),640,427,pistol,3,1,222,84
armas (668),710,532,pistol,84,132,473,408
armas (669),317,320,pistol,107,197,287,290
armas (669),317,320,pistol,92,127,254,205
armas (669),317,320,pistol,98,76,267,137
armas (670),391,479,pistol,171,298,320,394
armas (670),391,479,pistol,94,245,267,353
armas (671),670,447,pistol,42,122,479,346
armas (672),640,447,pistol,132,38,415,214
armas (672),640,447,pistol,487,122,635,336
armas (673),640,446,pistol,279,123,549,270
armas (674),620,413,pistol,67,35,336,320
armas (675),300,300,pistol,19,44,282,207
armas (676),1500,1125,pistol,246,280,1273,900
armas (677),640,400,pistol,36,99,204,340
armas (678),560,364,pistol,383,127,452,177
armas (679),259,194,pistol,16,75,177,185
armas (679),259,194,pistol,75,12,228,122
armas (680),580,332,pistol,83,43,159,105
armas (680),580,332,pistol,15,157,128,210
armas (681),620,312,pistol,26,52,588,300
armas (682),620,458,pistol,62,42,430,405
armas (683),1005,759,pistol,26,51,982,720
armas (684),800,563,pistol,289,224,568,415
armas (685),675,450,pistol,62,46,345,450
armas (686),1500,1000,pistol,560,341,1146,708
armas (687),720,484,pistol,67,323,182,480
armas (687),720,484,pistol,315,326,437,479
armas (687),720,484,pistol,550,325,675,482
armas (687),720,484,pistol,242,92,461,239
armas (687),720,484,pistol,553,85,669,241
armas (688),507,600,pistol,1,338,411,599
armas (688),507,600,pistol,4,5,507,304
armas (689),800,600,pistol,464,242,566,297
armas (689),800,600,pistol,440,364,543,407
armas (690),540,364,pistol,97,151,229,354
armas (690),540,364,pistol,12,40,154,183
armas (690),540,364,pistol,252,150,341,317
armas (690),540,364,pistol,347,124,450,343
armas (690),540,364,pistol,455,152,525,300
armas (690),540,364,pistol,178,25,302,154
armas (690),540,364,pistol,289,11,396,127
armas (690),540,364,pistol,381,18,471,126
armas (691),1020,596,pistol,189,119,780,337
armas (692),750,500,pistol,4,172,266,463
armas (692),750,500,pistol,173,111,642,406
armas (692),750,500,pistol,373,34,742,347
armas (693),1600,1200,pistol,653,319,1321,991
armas (694),458,348,pistol,15,109,435,301
armas (695),620,400,pistol,225,21,582,210
armas (696),1024,682,pistol,630,230,923,505
armas (697),425,282,pistol,191,82,362,217
armas (698),652,360,pistol,248,25,405,360
armas (699),1000,771,pistol,71,206,259,339
armas (700),660,660,pistol,80,136,640,481
armas (701),799,597,pistol,157,34,676,511
armas (702),450,321,pistol,1,233,27,263
armas (702),450,321,pistol,36,234,77,265
armas (702),450,321,pistol,81,235,123,266
armas (702),450,321,pistol,117,243,172,274
armas (702),450,321,pistol,26,205,52,222
armas (702),450,321,pistol,64,203,99,229
armas (702),450,321,pistol,103,205,133,233
armas (702),450,321,pistol,141,206,177,233
armas (702),450,321,pistol,184,247,225,277
armas (702),450,321,pistol,202,205,275,245
armas (702),450,321,pistol,234,252,275,274
armas (702),450,321,pistol,413,254,449,292
armas (702),450,321,pistol,412,215,445,244
armas (703),900,1350,pistol,25,937,419,1249
armas (703),900,1350,pistol,492,952,865,1255
armas (703),900,1350,pistol,10,640,431,909
armas (703),900,1350,pistol,468,640,877,928
armas (703),900,1350,pistol,7,328,407,597
armas (703),900,1350,pistol,492,334,843,603
armas (703),900,1350,pistol,25,3,368,258
armas (703),900,1350,pistol,483,21,850,279
armas (704),450,336,pistol,12,133,321,334
armas (704),450,336,pistol,128,10,434,233
armas (705),400,302,pistol,6,125,243,284
armas (706),277,182,pistol,4,4,272,172
armas (707),1000,644,pistol,80,229,262,363
armas (708),700,500,pistol,466,167,639,300
armas (709),300,182,pistol,1,1,222,163
armas (710),660,660,pistol,24,210,431,484
armas (711),660,660,pistol,27,219,431,488
armas (712),640,440,pistol,228,78,410,327
armas (713),640,375,pistol,222,22,614,323
armas (714),626,626,pistol,14,153,428,423
armas (715),400,266,pistol,150,69,302,202
armas (716),600,368,pistol,201,7,571,317
armas (717),863,1390,pistol,287,265,553,905
armas (718),863,1390,pistol,287,280,550,887
armas (719),1024,771,pistol,273,13,755,729
armas (720),540,366,pistol,166,99,299,203
armas (720),540,366,pistol,399,34,467,163
armas (720),540,366,pistol,310,284,462,319
armas (721),667,580,pistol,1,5,655,578
armas (722),640,480,pistol,1,67,628,480
armas (723),2768,2067,pistol,315,574,934,1330
armas (724),420,236,pistol,21,83,207,178
armas (725),420,241,pistol,29,9,372,126
armas (726),420,150,pistol,32,12,197,140
armas (726),420,150,pistol,218,17,416,143
armas (727),420,150,pistol,4,58,206,116
armas (727),420,150,pistol,284,1,338,147
armas (728),420,252,pistol,5,3,387,246
armas (729),420,253,pistol,3,2,365,150
armas (730),800,683,pistol,526,430,687,554
armas (731),1280,960,pistol,71,287,605,872
armas (731),1280,960,pistol,702,270,1245,938
armas (732),700,375,pistol,90,11,593,362
armas (733),309,400,pistol,167,102,304,211
armas (734),398,209,pistol,299,67,371,114
armas (735),1748,1744,pistol,77,139,1504,1008
armas (736),283,424,pistol,60,141,184,370
armas (737),1600,947,pistol,396,368,1032,600
armas (738),1100,733,pistol,206,104,1006,692
armas (739),745,497,pistol,338,209,392,259
armas (740),800,533,pistol,7,118,701,302
armas (741),200,150,pistol,25,1,41,64
armas (741),200,150,pistol,91,1,107,62
armas (741),200,150,pistol,155,1,172,62
armas (742),1200,800,pistol,528,240,1057,782
armas (743),1200,800,pistol,423,246,950,732
armas (744),1200,800,pistol,326,153,931,756
armas (745),650,500,pistol,37,46,645,397
armas (746),970,650,pistol,367,75,965,385
armas (747),1920,1200,pistol,842,280,1225,1136
armas (748),992,744,pistol,82,160,763,625
armas (749),1600,668,pistol,339,350,1075,667
armas (749),1600,668,pistol,484,1,1292,464
armas (750),786,596,pistol,80,221,380,502
armas (750),786,596,pistol,408,148,617,369
armas (751),504,275,pistol,45,143,164,205
armas (751),504,275,pistol,17,5,130,51
armas (752),661,496,pistol,333,345,411,406
armas (753),300,154,pistol,1,1,297,149
armas (754),300,162,pistol,10,15,292,149
armas (755),300,180,pistol,1,3,296,176
armas (756),300,207,pistol,38,62,295,187
armas (757),300,206,pistol,26,40,288,191
armas (758),300,242,pistol,1,1,284,125
armas (759),300,231,pistol,14,46,292,192
armas (760),230,300,pistol,1,75,229,229
armas (761),300,207,pistol,56,55,289,195
armas (762),300,207,pistol,51,55,286,195
armas (763),300,207,pistol,53,46,282,195
armas (764),300,196,pistol,20,59,271,148
armas (765),300,241,pistol,23,45,288,228
armas (766),300,211,pistol,1,13,294,197
armas (767),300,176,pistol,3,4,286,150
armas (768),300,157,pistol,36,14,255,116
armas (769),300,179,pistol,3,4,288,154
armas (770),300,196,pistol,3,4,293,190
armas (771),300,199,pistol,7,13,291,192
armas (772),300,160,pistol,8,15,292,126
armas (773),300,206,pistol,23,7,271,198
armas (774),300,165,pistol,3,5,294,159
armas (775),300,201,pistol,1,2,300,198
armas (776),300,257,pistol,67,24,219,129
armas (777),300,163,pistol,6,10,294,152
armas (778),300,189,pistol,20,32,282,172
armas (779),300,151,pistol,6,12,293,136
armas (780),300,206,pistol,3,29,294,188
armas (781),300,180,pistol,16,7,282,168
armas (782),300,225,pistol,4,1,298,224
armas (783),300,200,pistol,21,60,240,180
armas (784),300,163,pistol,3,2,288,147
armas (785),300,180,pistol,6,8,290,173
armas (786),300,158,pistol,44,19,259,99
armas (787),300,203,pistol,8,11,283,173
armas (788),300,166,pistol,4,4,296,166
armas (789),300,164,pistol,17,37,282,135
armas (790),300,202,pistol,25,37,263,162
armas (791),300,192,pistol,5,45,290,182
armas (792),300,243,pistol,84,50,210,118
armas (793),300,263,pistol,3,62,300,179
armas (794),300,197,pistol,37,52,269,160
armas (795),300,151,pistol,15,16,285,144
armas (796),300,180,pistol,46,40,268,152
armas (797),300,184,pistol,11,37,286,153
armas (798),300,187,pistol,13,1,272,174
armas (799),300,172,pistol,15,13,288,160
armas (800),300,191,pistol,1,18,294,145
armas (801),300,145,pistol,1,12,294,141
armas (802),300,300,pistol,8,62,278,237
armas (803),300,183,pistol,7,8,192,95
armas (804),300,199,pistol,26,11,275,183
armas (805),300,225,pistol,19,24,269,162
armas (806),300,169,pistol,1,11,282,149
armas (807),300,166,pistol,11,14,291,155
armas (808),300,225,pistol,13,16,281,218
armas (809),300,300,pistol,4,104,294,215
armas (810),300,300,pistol,2,102,296,212
armas (811),300,203,pistol,9,10,284,175
armas (812),300,224,pistol,30,15,300,206
armas (813),300,153,pistol,1,1,296,141
armas (814),300,152,pistol,15,5,284,137
armas (815),300,206,pistol,3,21,294,178
armas (816),300,159,pistol,4,9,292,154
armas (817),300,223,pistol,5,71,290,201
armas (818),300,259,pistol,13,49,276,214
armas (819),300,173,pistol,2,1,296,158
armas (820),300,157,pistol,3,13,297,139
armas (821),300,165,pistol,19,23,288,141
armas (822),300,196,pistol,3,27,283,182
armas (823),300,153,pistol,1,5,298,148
armas (824),300,225,pistol,11,35,288,198
armas (825),300,196,pistol,38,64,214,168
armas (826),300,213,pistol,11,22,276,181
armas (827),190,300,pistol,1,91,188,211
armas (828),300,197,pistol,25,5,267,162
armas (829),300,171,pistol,8,3,290,156
armas (830),300,216,pistol,1,11,298,212
armas (831),300,217,pistol,1,33,281,215
armas (832),300,172,pistol,3,4,294,162
armas (833),300,151,pistol,13,16,291,132
armas (834),1024,768,pistol,484,296,839,446
armas (835),1022,674,pistol,54,235,965,615
armas (836),620,350,pistol,23,66,559,345
armas (837),178,282,pistol,33,16,148,211
armas (838),266,189,pistol,64,44,203,136
armas (839),188,268,pistol,91,122,144,258
armas (840),275,183,pistol,85,18,225,167
armas (841),275,183,pistol,95,48,208,132
armas (842),281,179,pistol,96,26,254,130
armas (843),249,202,pistol,22,32,161,136
armas (844),267,189,pistol,22,25,207,164
armas (845),275,183,pistol,32,28,171,149
armas (846),273,185,pistol,67,8,255,138
armas (847),268,188,pistol,34,57,188,157
armas (848),266,189,pistol,99,40,133,88
armas (849),269,187,pistol,145,50,237,120
armas (850),262,192,pistol,90,30,137,165
armas (851),262,192,pistol,29,57,115,159
armas (852),300,168,pistol,28,1,219,82
armas (853),275,184,pistol,176,72,239,129
armas (854),313,161,pistol,47,43,152,119
armas (854),313,161,pistol,161,45,263,114
armas (855),213,237,pistol,83,92,183,125
armas (856),297,170,pistol,22,4,262,97
armas (857),259,194,pistol,32,23,228,113
armas (858),259,194,pistol,159,71,259,176
armas (859),280,180,pistol,121,40,228,124
armas (860),266,189,pistol,69,51,219,104
armas (861),259,194,pistol,151,71,223,156
armas (862),183,275,pistol,75,71,97,125
armas (863),183,275,pistol,87,90,162,224
armas (864),259,195,pistol,17,22,67,86
armas (865),336,120,pistol,28,10,158,111
armas (865),336,120,pistol,189,13,335,119
armas (866),286,176,pistol,1,62,284,125
armas (867),183,275,pistol,33,33,106,166
armas (868),225,225,pistol,50,31,102,72
armas (868),225,225,pistol,139,43,166,69
armas (868),225,225,pistol,75,140,136,182
armas (869),248,203,pistol,48,67,105,105
armas (870),300,168,pistol,18,62,151,128
armas (871),275,183,pistol,62,50,215,160
armas (872),254,199,pistol,105,50,140,126
armas (873),304,166,pistol,157,68,173,86
armas (874),300,168,pistol,164,111,197,159
armas (875),275,183,pistol,28,3,139,181
armas (876),183,275,pistol,79,66,92,93
armas (877),237,213,pistol,21,75,61,135
armas (878),256,124,pistol,14,44,209,90
armas (879),259,194,pistol,83,83,231,194
armas (880),208,242,pistol,54,46,145,188
armas (881),262,192,pistol,116,17,148,41
armas (882),300,168,pistol,114,42,149,101
armas (883),262,192,pistol,136,53,218,134
armas (884),256,192,pistol,62,7,239,105
armas (885),262,192,pistol,100,13,159,100
armas (886),252,200,pistol,157,12,191,67
armas (887),252,200,pistol,21,32,162,142
armas (888),286,176,pistol,52,3,175,144
armas (889),275,183,pistol,100,70,141,113
armas (890),240,106,pistol,53,12,196,106
armas (891),251,201,pistol,149,48,175,74
armas (892),279,180,pistol,33,30,184,109
armas (893),260,194,pistol,86,73,106,91
armas (894),300,168,pistol,167,49,184,65
armas (895),268,188,pistol,72,62,107,117
armas (896),300,168,pistol,2,1,169,162
armas (897),317,159,pistol,11,26,305,151
armas (898),275,183,pistol,112,16,195,151
armas (899),277,182,pistol,140,72,176,104
armas (900),263,192,pistol,69,53,123,85
armas (901),258,195,pistol,134,89,172,123
armas (902),300,168,pistol,195,41,216,58
armas (903),225,225,pistol,89,19,138,224
armas (904),240,180,pistol,106,40,131,57
armas (905),285,177,pistol,144,40,178,70
armas (906),177,285,pistol,34,88,91,164
armas (907),182,277,pistol,1,2,137,193
armas (908),211,239,pistol,56,88,77,134
armas (909),240,210,pistol,83,71,149,182
armas (910),285,176,pistol,34,43,82,85
armas (911),201,135,pistol,14,16,178,118
armas (912),275,183,pistol,43,16,236,140
armas (913),266,190,pistol,99,27,263,161
armas (914),262,192,pistol,80,34,101,54
armas (915),273,185,pistol,109,75,141,134
armas (916),275,183,pistol,65,34,215,137
armas (917),266,189,pistol,86,40,140,91
armas (918),255,198,pistol,97,21,224,179
armas (919),275,183,pistol,33,59,100,123
armas (920),221,229,pistol,51,140,81,185
armas (921),275,183,pistol,1,1,158,176
armas (922),260,194,pistol,70,73,132,106
armas (922),260,194,pistol,46,116,109,149
armas (922),260,194,pistol,137,87,188,125
armas (922),260,194,pistol,189,20,242,54
armas (922),260,194,pistol,178,58,236,95
armas (923),293,172,pistol,105,9,280,147
armas (924),199,254,pistol,110,81,144,117
armas (925),259,194,pistol,87,1,206,190
armas (926),270,187,pistol,75,51,245,149
armas (927),275,183,pistol,56,117,153,154
armas (928),275,183,pistol,152,50,245,136
armas (929),281,179,pistol,119,17,179,74
armas (930),238,212,pistol,104,39,195,209
armas (931),193,262,pistol,30,129,75,187
armas (932),185,272,pistol,108,48,138,79
armas (933),270,187,pistol,167,92,235,147
armas (934),245,206,pistol,31,71,179,145
armas (935),259,194,pistol,4,1,214,90
armas (936),303,166,pistol,1,23,119,87
armas (936),303,166,pistol,147,6,258,84
armas (937),266,189,pistol,31,45,189,163
armas (938),262,192,pistol,46,19,200,123
armas (939),206,244,pistol,8,3,202,137
armas (940),244,206,pistol,118,72,141,119
armas (941),292,173,pistol,43,3,261,161
armas (942),177,285,pistol,51,123,104,203
armas (943),276,183,pistol,31,23,132,135
armas (944),275,183,pistol,41,53,118,132
armas (945),269,188,pistol,27,8,135,134
armas (946),262,192,pistol,52,59,101,103
armas (947),200,155,pistol,81,43,107,98
armas (948),252,200,pistol,32,31,192,133
armas (949),275,183,pistol,68,9,230,90
armas (950),242,208,pistol,77,25,197,177
armas (951),356,141,pistol,14,3,287,131
armas (952),261,193,pistol,26,17,185,170
armas (953),262,192,pistol,177,54,254,136
armas (954),183,275,pistol,58,51,123,168
armas (955),277,182,pistol,115,44,235,91
armas (956),275,183,pistol,71,43,217,97
armas (957),217,232,pistol,26,39,147,134
armas (958),251,201,pistol,4,20,205,112
armas (959),274,184,pistol,66,69,242,157
armas (960),183,275,pistol,142,35,175,92
armas (961),253,199,pistol,78,35,194,160
armas (962),186,256,pistol,21,79,134,243
armas (963),272,185,pistol,99,38,238,107
armas (964),262,193,pistol,26,14,126,92
armas (965),183,275,pistol,114,17,169,94
armas (966),225,225,pistol,75,91,116,180
armas (967),322,157,pistol,113,25,146,114
armas (968),183,275,pistol,37,207,68,246
armas (969),183,275,pistol,13,38,47,98
armas (970),267,189,pistol,69,25,136,176
armas (971),259,194,pistol,113,87,132,125
armas (972),266,190,pistol,95,15,231,116
armas (973),275,183,pistol,122,54,242,175
armas (974),266,189,pistol,141,2,166,59
armas (975),275,183,pistol,169,37,233,129
armas (976),275,183,pistol,24,21,229,166
armas (977),276,182,pistol,104,76,214,157
armas (978),261,193,pistol,85,20,225,71
armas (979),259,194,pistol,49,33,85,55
armas (980),290,173,pistol,5,6,284,159
armas (981),254,199,pistol,14,80,79,115
armas (981),254,199,pistol,95,78,158,118
armas (981),254,199,pistol,180,79,240,120
armas (982),203,248,pistol,64,59,99,157
armas (983),274,162,pistol,15,15,258,152
armas (984),259,194,pistol,79,120,102,152
armas (985),220,229,pistol,153,65,217,126
armas (986),259,194,pistol,61,39,189,194
armas (987),259,194,pistol,74,63,86,73
armas (988),256,197,pistol,17,50,66,84
armas (989),254,198,pistol,47,39,236,137
armas (990),240,181,pistol,3,21,23,39
armas (990),240,181,pistol,158,17,175,32
armas (991),259,194,pistol,75,77,141,163
armas (992),259,194,pistol,183,1,253,58
armas (993),257,196,pistol,7,4,257,194
armas (994),343,147,pistol,103,68,239,147
armas (995),258,195,pistol,17,60,89,124
armas (996),294,172,pistol,89,1,201,81
armas (997),275,183,pistol,134,6,157,52
armas (998),275,183,pistol,68,49,228,128
armas (999),202,128,pistol,59,32,174,98
